Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Age
Kochi,2018,10671,Petrol,Manual,First,33.56850000000001,1197,83.14,5.0,6.51,Maruti,Swift,2
Hyderabad,2018,4126,Petrol,Manual,First,34.937,999,67.0,5.0,4.8,Renault,KWID,2
Hyderabad,2017,98500,Diesel,Manual,First,36.9495,1248,74.0,5.0,6.0,Tata,Bolt,3
Coimbatore,2016,61578,Petrol,Manual,First,30.429,1197,82.0,5.0,6.4,Hyundai,Grand,4
Ahmedabad,2014,54000,Diesel,Manual,First,32.7474,1498,103.2,5.0,4.9,Volkswagen,Vento,6
Coimbatore,2013,70998,Diesel,Automatic,First,28.4648,1968,174.33,5.0,20.57,Audi,A6,7
Kolkata,2015,40082,Diesel,Manual,First,31.073000000000004,1248,73.9,5.0,4.76,Maruti,Swift,5
Kochi,2012,50619,Petrol,Manual,First,28.98,995,62.0,5.0,2.0,Chevrolet,Spark,8
Coimbatore,2009,103905,Diesel,Automatic,First,36.5309,1995,190.0,5.0,9.92,BMW,3,11
Kochi,2018,15334,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,3.69,Hyundai,EON,2
Hyderabad,2013,69000,Diesel,Manual,First,37.674,1248,74.0,5.0,5.75,Maruti,Swift,7
Hyderabad,2014,75160,Diesel,Manual,First,32.4254,1498,88.5,5.0,5.7,Volkswagen,CrossPolo,6
Coimbatore,2014,44753,Petrol,Manual,First,28.98,1198,86.7,5.0,4.94,Honda,Amaze,6
Kochi,2012,53024,Petrol,Automatic,First,23.184,1598,103.6,5.0,4.29,Volkswagen,Vento,8
Kolkata,2014,23840,Petrol,Manual,First,33.021100000000004,998,67.04,5.0,3.0,Maruti,Wagon,6
Hyderabad,2014,81298,Diesel,Manual,First,32.4254,1498,88.8,5.0,6.5,Volkswagen,Polo,6
Jaipur,2015,59000,Petrol,Manual,Second,26.5167,1198,73.9,5.0,4.9,Volkswagen,Polo,5
Kochi,2016,51806,Diesel,Manual,First,41.538000000000004,1498,98.6,5.0,5.4,Honda,Amaze,4
Delhi,2014,56000,Diesel,Automatic,First,29.833300000000005,1968,187.74,5.0,24.0,Audi,A6,6
Kochi,2019,29279,Diesel,Manual,First,39.767,1047,69.0,5.0,7.46,Tata,Tigor,1
Kochi,2017,33550,Diesel,Automatic,First,34.615,1498,108.5,5.0,9.6,Volkswagen,Vento,3
Hyderabad,2014,62000,Diesel,Automatic,First,29.833300000000005,1968,187.74,5.0,25.0,Audi,A6,6
Hyderabad,2014,66000,Diesel,Manual,First,30.606100000000005,1461,108.5,5.0,6.8,Nissan,Terrano,6
Coimbatore,2016,46630,Diesel,Automatic,First,34.872600000000006,1498,103.52,5.0,8.59,Skoda,Rapid,4
Hyderabad,2016,72566,Diesel,Manual,First,41.5863,1498,99.0,5.0,5.29,Ford,Figo,4
Pune,2011,51482,Diesel,Manual,First,24.8262,1405,70.0,8.0,2.5,Tata,Venture,9
Chennai,2011,90000,Diesel,Automatic,First,23.892400000000002,2143,167.62,5.0,13.9,Mercedes-Benz,New,9
Jaipur,2014,69000,Diesel,Manual,Second,20.93,2982,168.5,7.0,20.0,Toyota,Fortuner,6
Delhi,2011,90000,Petrol,Manual,Second,27.37,1497,118.0,5.0,3.4,Honda,City,9
Mumbai,2015,39000,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,5.5,Hyundai,i20,5
Hyderabad,2012,110000,Diesel,Manual,Second,33.0694,1598,103.6,5.0,3.65,Volkswagen,Vento,8
Kochi,2011,68022,Diesel,Manual,First,21.091,2499,141.0,7.0,5.86,Ford,Endeavour,9
Coimbatore,2018,27852,Petrol,Automatic,First,23.828000000000003,1497,121.36,5.0,10.44,Ford,EcoSport,2
Bangalore,2013,58291,Diesel,Manual,First,28.658,1248,,5.0,5.0,Maruti,Swift,7
Coimbatore,2011,68439,Diesel,Manual,First,37.03,1396,90.0,5.0,3.37,Hyundai,i20,9
Delhi,2011,150000,Diesel,Manual,First,20.9139,2494,100.6,8.0,6.95,Toyota,Innova,9
Mumbai,2018,14000,Diesel,Manual,First,34.615,1497,108.5,5.0,9.9,Tata,Nexon,2
Hyderabad,2012,71558,Diesel,Manual,First,32.2,1399,68.05,5.0,3.3,Ford,Figo,8
Delhi,2013,48000,Diesel,Automatic,Second,28.738500000000005,2967,300.0,4.0,50.5,Porsche,Panamera,7
Jaipur,2015,65800,Diesel,Automatic,First,27.386100000000003,1582,126.2,5.0,12.5,Hyundai,Creta,5
Hyderabad,2014,53000,Diesel,Automatic,First,26.645500000000002,1968,140.0,5.0,20.5,Audi,A4,6
Kolkata,2017,14600,Diesel,Manual,First,25.76,2179,140.0,7.0,14.5,Mahindra,XUV500,3
Jaipur,2017,34429,Diesel,Automatic,First,22.218000000000004,2999,174.57,7.0,20.0,Isuzu,MUX,3
Delhi,2014,52000,Diesel,Manual,First,37.674,1248,74.0,5.0,5.25,Maruti,Swift,6
Kolkata,2015,25470,Petrol,Manual,First,33.3753,1373,91.1,5.0,5.9,Maruti,Ciaz,5
Pune,2013,22000,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,2.6,Hyundai,EON,7
Chennai,2007,75000,Diesel,Automatic,First,17.71,2987,198.5,5.0,11.0,Mercedes-Benz,E-Class,13
Pune,2011,95995,Diesel,Automatic,First,29.752800000000004,1995,177.0,5.0,15.5,BMW,5,9
Jaipur,2017,26877,Diesel,Manual,First,38.64,1186,73.97,5.0,5.75,Hyundai,Grand,3
Hyderabad,2015,26000,Diesel,Automatic,First,23.2967,2993,301.73,5.0,75.0,Jaguar,XJ,5
Chennai,2007,140000,Diesel,Manual,Second,28.658,1248,75.0,5.0,2.0,Maruti,Swift,13
Hyderabad,2008,95291,Petrol,Manual,First,28.851200000000006,1086,62.1,5.0,2.3,Hyundai,Santro,12
Hyderabad,2009,135000,Diesel,Manual,Second,20.608000000000004,2494,102.0,8.0,8.2,Toyota,Innova,11
Kolkata,2015,32000,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,4.8,Hyundai,i20,5
Mumbai,2008,68333,Diesel,Automatic,Second,17.71,2987,198.5,5.0,8.5,Mercedes-Benz,E-Class,12
Chennai,2011,72000,Diesel,Manual,First,32.2,1399,68.0,5.0,2.9,Ford,Figo,9
Ahmedabad,2012,52100,Diesel,Manual,First,34.5023,1364,86.79,5.0,6.5,Toyota,Corolla,8
Jaipur,2018,10000,Petrol,Manual,First,30.429,1197,81.86,5.0,5.85,Hyundai,Grand,2
Coimbatore,2019,6261,Diesel,Manual,First,26.243000000000002,1956,170.0,5.0,23.91,Jeep,Compass,1
Coimbatore,2019,3906,Petrol,Automatic,First,33.63290000000001,1197,81.8,5.0,7.36,Maruti,Ignis,1
Pune,2014,55960,Diesel,Manual,First,18.515,2982,171.0,7.0,17.25,Toyota,Fortuner,6
Jaipur,2013,144000,Diesel,Manual,First,33.0694,1598,103.6,5.0,7.0,Volkswagen,Vento,7
Mumbai,2017,38000,Diesel,Manual,First,22.024800000000003,2393,147.8,7.0,17.65,Toyota,Innova,3
Jaipur,2013,51000,Diesel,Manual,First,32.2,1399,68.1,5.0,2.5,Ford,Figo,7
Hyderabad,2015,150000,Diesel,Manual,First,37.9799,1364,67.05,5.0,6.0,Toyota,Platinum,5
Mumbai,2018,2500,Diesel,Manual,First,29.0766,2523,63.0,7.0,8.25,Mahindra,Thar,2
Kochi,2018,41661,Diesel,Automatic,First,20.447,2179,187.7,5.0,44.83,Land,Rover,2
Delhi,2011,64000,Diesel,Automatic,First,25.872700000000002,1995,181.0,5.0,10.5,BMW,3,9
Bangalore,2008,80000,Petrol,Manual,Second,21.252,1495,94.0,5.0,1.9,Hyundai,Accent,12
Jaipur,2016,30000,Petrol,Automatic,Second,37.191,998,67.04,5.0,4.25,Maruti,Celerio,4
Chennai,2014,43000,Diesel,Automatic,Second,26.3396,2179,187.7,5.0,26.5,Jaguar,XF,6
Bangalore,2013,90000,Diesel,Automatic,Second,19.964000000000002,2698,179.5,5.0,22.5,Audi,A6,7
Hyderabad,2011,123880,Diesel,Manual,First,37.1588,1461,63.1,5.0,3.3,Nissan,Micra,9
Jaipur,2015,42000,Petrol,Manual,Second,28.98,1198,86.7,5.0,4.3,Honda,Amaze,5
Chennai,2012,79824,Diesel,Manual,First,31.990700000000004,1461,83.8,5.0,5.25,Renault,Duster,8
Jaipur,2015,75000,Diesel,Manual,First,20.9139,2494,100.6,8.0,11.75,Toyota,Innova,5
Ahmedabad,2014,72411,Petrol,Manual,First,28.98,1198,86.7,5.0,4.25,Honda,Amaze,6
Delhi,2012,63000,Diesel,Automatic,First,24.0534,2143,204.0,5.0,14.22,Mercedes-Benz,New,8
Chennai,2015,53713,Petrol,Manual,First,28.5131,1197,78.9,5.0,4.2,Toyota,Etios,5
Delhi,2017,18000,Diesel,Automatic,First,18.2896,2755,171.5,8.0,18.25,Toyota,Innova,3
Bangalore,2013,51000,Diesel,Manual,First,25.438000000000002,2148,170.0,5.0,18.5,Mercedes-Benz,New,7
Chennai,2008,86700,Petrol,Manual,Second,25.921000000000003,1298,88.2,5.0,2.4,Maruti,Swift,12
Kolkata,2016,29000,Diesel,Manual,First,44.0979,1248,74.0,5.0,6.5,Maruti,Baleno,4
Hyderabad,2014,56000,LPG,Manual,First,13.45,1086,62.1,5.0,3.2,Hyundai,Santro,6
Mumbai,2015,33000,Petrol,Automatic,First,37.191,998,67.04,5.0,3.99,Maruti,Celerio,5
Kochi,2014,64394,Diesel,Manual,First,36.547000000000004,1498,89.84,5.0,5.45,Ford,Ecosport,6
Hyderabad,2010,76000,Diesel,Manual,First,30.268000000000004,1248,90.0,5.0,2.7,Tata,Manza,10
Mumbai,2016,48719,Diesel,Manual,First,43.953,1498,98.6,5.0,6.25,Honda,Jazz,4
Coimbatore,2016,59711,Diesel,Manual,First,24.311,2179,140.0,7.0,13.28,Mahindra,XUV500,4
Hyderabad,2012,83000,Diesel,Manual,First,37.1588,1461,63.1,5.0,3.7,Nissan,Micra,8
Coimbatore,2018,10714,Diesel,Automatic,First,31.024700000000003,2143,167.62,5.0,39.51,Mercedes-Benz,New,2
Hyderabad,2010,127510,Diesel,Manual,Second,30.590000000000003,1248,90.0,5.0,1.4,Tata,Manza,10
Kolkata,2014,35010,Diesel,Manual,First,36.869,1248,74.0,5.0,3.5,Maruti,Swift,6
Jaipur,2012,75451,Petrol,Manual,First,28.175,1197,85.8,5.0,3.78,Maruti,Swift,8
Pune,2015,83000,Diesel,Manual,First,30.734900000000003,1405,69.01,5.0,2.7,Tata,Indigo,5
Kolkata,2013,38755,Diesel,Manual,First,41.538000000000004,1498,98.6,5.0,3.2,Honda,Amaze,7
Delhi,2016,30000,Petrol,Manual,First,32.844,1197,81.8,5.0,5.0,Maruti,Swift,4
Chennai,2012,40000,Diesel,Manual,First,33.4397,1248,88.8,7.0,7.0,Maruti,Ertiga,8
Kolkata,2014,19500,Petrol,Manual,Second,30.429,1197,82.0,5.0,2.85,Hyundai,Grand,6
Ahmedabad,2016,41000,Petrol,Manual,First,31.700900000000004,1198,67.04,5.0,4.25,Nissan,Micra,4
Bangalore,2014,30000,Petrol,Manual,Second,30.429,1197,82.0,5.0,4.9,Hyundai,Grand,6
Hyderabad,2017,37000,Diesel,Manual,First,27.531000000000002,1956,170.0,5.0,16.9,Jeep,Compass,3
Delhi,2014,62000,Diesel,Manual,Second,35.532700000000006,1199,73.9,5.0,4.25,Volkswagen,Polo,6
Pune,2015,42023,Petrol,Automatic,First,24.955000000000002,1198,86.7,5.0,4.34,Honda,Amaze,5
Kolkata,2012,51001,Diesel,Automatic,First,25.9049,1995,184.0,5.0,17.0,BMW,X3,8
Kochi,2017,55389,Diesel,Automatic,First,30.3968,1995,184.0,5.0,28.45,BMW,3,3
Kochi,2014,46728,Petrol,Automatic,First,25.116,1497,116.3,5.0,6.15,Honda,City,6
Kochi,2014,58995,Diesel,Manual,First,20.6563,2696,162.0,7.0,9.25,Mahindra,Ssangyong,6
Delhi,2015,37857,Diesel,Manual,First,42.8099,1248,74.0,5.0,4.85,Maruti,Swift,5
Jaipur,2014,71000,Diesel,Manual,First,40.572,1248,74.0,5.0,4.8,Maruti,Swift,6
Pune,2012,49024,Petrol,Manual,First,29.624,1198,86.8,5.0,2.3,Honda,Brio,8
Mumbai,2016,10770,Petrol,Manual,First,30.429,1197,82.0,5.0,4.75,Hyundai,Grand,4
Pune,2017,72000,Diesel,Manual,First,36.9495,1248,74.0,5.0,5.0,Tata,Zest,3
Jaipur,2015,91000,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,2.5,Hyundai,EON,5
Mumbai,2017,14000,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,5.95,Hyundai,i20,3
Delhi,2014,48000,Diesel,Automatic,Second,14.49,1984,181.0,5.0,16.0,Volvo,S60,6
Delhi,2014,75136,Diesel,Manual,First,36.547000000000004,1498,89.84,5.0,6.15,Ford,Ecosport,6
Hyderabad,2014,32500,Petrol,Manual,Second,33.971000000000004,1197,85.8,5.0,4.05,Maruti,Ritz,6
Hyderabad,2010,94500,Diesel,Manual,Second,35.259,1396,90.0,5.0,3.1,Hyundai,i20,10
Hyderabad,2013,34900,Petrol,Manual,First,35.42,1197,81.8,5.0,5.49,Maruti,Dzire,7
Coimbatore,2010,42400,Petrol,Automatic,Third,12.88,4806,394.3,4.0,42.91,Porsche,Panamera,10
Jaipur,2015,50000,Diesel,Manual,First,28.658,1248,75.0,5.0,5.7,Maruti,Swift,5
Kolkata,2014,35000,Petrol,Manual,First,31.233999999999998,1198,86.8,5.0,2.85,Honda,Brio,6
Bangalore,2012,37000,Petrol,Manual,Second,29.946000000000005,1199,79.4,5.0,2.35,Chevrolet,Beat,8
Coimbatore,2018,32807,Petrol,Automatic,First,20.93,1591,121.3,5.0,14.76,Hyundai,Creta,2
Pune,2008,119000,Petrol,Manual,Second,28.497,1497,78.0,5.0,2.25,Honda,City,12
Mumbai,2016,12000,Petrol,Manual,First,29.785,1197,85.8,5.0,3.65,Maruti,Ritz,4
Delhi,2016,46727,Diesel,Manual,First,36.6597,1498,98.59,5.0,7.25,Ford,EcoSport,4
Hyderabad,2010,73336,Diesel,Automatic,First,21.252,1995,170.0,5.0,10.69,BMW,3,10
Mumbai,2014,9000,Petrol,Manual,Second,27.386100000000003,1591,121.3,5.0,5.5,Hyundai,Verna,6
Mumbai,2014,25422,Petrol,Manual,First,36.225,998,67.04,5.0,3.25,Maruti,Wagon,6
Mumbai,2018,14000,Diesel,Manual,First,41.0067,1248,88.5,7.0,9.25,Maruti,Ertiga,2
Hyderabad,2008,66000,Petrol,Manual,First,31.717000000000002,796,46.3,5.0,1.7,Maruti,Alto,12
Kochi,2010,55324,Petrol,Manual,First,30.590000000000003,998,66.1,5.0,2.87,Maruti,A-Star,10
Bangalore,2009,90000,Diesel,Automatic,First,17.71,2993,235.0,5.0,17.75,BMW,X5,11
Kolkata,2017,43000,Petrol,Manual,First,29.2215,1198,82.0,5.0,4.5,Mahindra,KUV,3
Bangalore,2008,58483,Petrol,Automatic,Second,30.912,1197,80.0,5.0,2.95,Hyundai,i10,12
Pune,2007,93000,Petrol,Automatic,Second,20.769000000000002,1799,130.0,5.0,2.6,Honda,Civic,13
Hyderabad,2010,50000,Petrol,Manual,First,32.7796,1197,78.9,5.0,3.0,Hyundai,i10,10
Ahmedabad,2014,78616,Diesel,Automatic,Second,23.892400000000002,2143,170.0,5.0,15.5,Mercedes-Benz,New,6
Pune,2011,37000,Petrol,Manual,First,28.336000000000006,1496,88.73,5.0,2.8,Toyota,Etios,9
Kolkata,2010,54801,Petrol,Manual,First,27.37,1497,118.0,5.0,2.5,Honda,City,10
Bangalore,2014,29000,Diesel,Manual,First,37.674,1248,74.0,5.0,5.75,Maruti,Swift,6
Pune,2010,68000,Petrol,Manual,First,35.42,1197,81.8,5.0,2.8,Maruti,Swift,10
Kolkata,2014,58000,Petrol,Manual,First,27.386100000000003,1591,121.3,5.0,4.59,Hyundai,Verna,6
Pune,2012,64290,Diesel,Manual,First,37.352000000000004,1248,73.94,5.0,3.65,Maruti,Ritz,8
Mumbai,2015,31000,Diesel,Manual,First,20.93,2982,168.5,7.0,19.85,Toyota,Fortuner,5
Pune,2018,16039,Diesel,Manual,First,27.531000000000002,1956,170.0,5.0,18.5,Jeep,Compass,2
Hyderabad,2017,19860,Petrol,Manual,First,29.946000000000005,1197,81.83,5.0,6.95,Hyundai,i20,3
Delhi,2014,48500,CNG,Manual,Second,26.6,998,58.16,5.0,2.85,Maruti,Wagon,6
Jaipur,2012,75391,Diesel,Manual,First,22.427300000000002,2179,138.0,7.0,3.75,Tata,New,8
Jaipur,2008,78000,Diesel,Manual,Second,31.073000000000004,1248,73.9,5.0,2.3,Maruti,Swift,12
Kolkata,2016,78000,Diesel,Manual,First,40.25,1396,69.01,5.0,2.3,Tata,Indigo,4
Hyderabad,2016,52000,Diesel,Manual,First,45.724000000000004,1248,74.0,5.0,5.95,Maruti,Swift,4
Kolkata,2016,30000,Petrol,Automatic,First,37.191,998,67.04,5.0,3.49,Maruti,Celerio,4
Coimbatore,2016,19254,Diesel,Automatic,First,23.6509,2993,258.0,5.0,47.7,BMW,5,4
Coimbatore,2015,29651,Petrol,Manual,First,26.5167,1198,74.0,5.0,6.43,Volkswagen,Polo,5
Bangalore,2011,80000,Diesel,Manual,First,22.427300000000002,2179,138.03,7.0,4.5,Tata,Safari,9
Kolkata,2018,2971,Petrol,Automatic,First,21.896,1598,181.0,4.0,39.75,Mini,Cooper,2
Kolkata,2015,21400,Petrol,Manual,First,25.116,1196,70.0,5.0,4.0,Ford,Figo,5
Ahmedabad,2015,77000,Diesel,Manual,First,41.86,1498,98.6,5.0,6.98,Honda,City,5
Delhi,2006,80000,Diesel,Manual,Second,20.286,1991,112.0,7.0,1.75,Hyundai,Tucson,14
Delhi,2013,81755,Diesel,Manual,First,32.2,1968,108.5,5.0,4.75,Skoda,Laura,7
Hyderabad,2016,99593,Diesel,Manual,First,18.515,2982,171.0,7.0,23.5,Toyota,Fortuner,4
Hyderabad,2014,39791,Diesel,Manual,First,35.9352,1582,126.32,5.0,7.49,Hyundai,Verna,6
Hyderabad,2015,113000,Diesel,Manual,First,24.311,2179,140.0,7.0,10.85,Mahindra,XUV500,5
Mumbai,2017,24000,Petrol,Manual,First,40.523700000000005,799,53.3,5.0,3.5,Renault,KWID,3
Bangalore,2015,39000,Petrol,Manual,Second,29.946000000000005,1197,81.83,5.0,6.3,Hyundai,i20,5
Bangalore,2012,37000,Petrol,Automatic,First,25.116,1497,116.3,5.0,6.75,Honda,City,8
Coimbatore,2017,61108,Diesel,Automatic,First,17.5651,3198,197.0,7.0,28.88,Ford,Endeavour,3
Kochi,2016,61648,Petrol,Automatic,First,22.057,1798,157.75,5.0,14.23,Skoda,Superb,4
Mumbai,2012,37000,Diesel,Automatic,Third,36.5309,1995,190.0,5.0,15.0,BMW,3,8
Mumbai,2013,53000,CNG,Manual,First,22.8,1373,80.9,7.0,5.8,Maruti,Ertiga,7
Jaipur,2013,65000,Diesel,Manual,First,37.352000000000004,1248,73.94,5.0,3.75,Maruti,Ritz,7
Jaipur,2011,148009,Diesel,Manual,Second,18.515,2982,171.0,7.0,12.75,Toyota,Fortuner,9
Mumbai,2009,53001,Petrol,Manual,First,25.921000000000003,1298,88.2,5.0,1.95,Maruti,Swift,11
Mumbai,2018,22345,Petrol,Manual,First,32.683,1199,84.0,5.0,4.95,Tata,Tigor,2
Delhi,2015,50000,Petrol,Automatic,First,28.98,1497,117.3,5.0,8.25,Honda,City,5
Hyderabad,2013,48183,Diesel,Automatic,First,21.252,1995,170.0,5.0,20.99,BMW,3,7
Hyderabad,2010,93000,Diesel,Automatic,Second,22.878100000000003,2143,203.0,5.0,17.5,Mercedes-Benz,E-Class,10
Kochi,2015,53500,Diesel,Manual,First,45.724000000000004,1248,74.0,5.0,5.36,Maruti,Swift,5
Delhi,2014,17585,Petrol,Manual,First,25.7922,1373,93.7,7.0,6.35,Maruti,Ertiga,6
Kolkata,2011,36226,Petrol,Manual,First,27.386100000000003,1591,121.3,5.0,2.95,Hyundai,Verna,9
Coimbatore,2019,25899,Diesel,Automatic,First,20.334300000000002,2179,147.5,5.0,55.7,Land,Rover,1
Hyderabad,2017,11200,Diesel,Automatic,First,31.024700000000003,2143,167.62,5.0,37.5,Mercedes-Benz,New,3
Kochi,2017,49045,Petrol,Manual,First,32.7796,1197,78.9,5.0,4.07,Hyundai,i10,3
Kolkata,2012,45000,Diesel,Manual,First,35.532700000000006,1199,73.9,5.0,2.99,Volkswagen,Polo,8
Delhi,2017,40000,Diesel,Manual,First,39.123000000000005,1248,88.5,5.0,7.9,Maruti,Vitara,3
Mumbai,2016,36600,Diesel,Manual,First,31.990700000000004,1461,83.8,5.0,7.49,Renault,Duster,4
Jaipur,2009,117000,Diesel,Manual,First,28.98,1248,75.0,5.0,1.1,Tata,Indica,11
Delhi,2016,16000,Diesel,Automatic,First,18.193,2987,254.8,7.0,56.0,Mercedes-Benz,GL-Class,4
Mumbai,2016,50000,Diesel,Manual,First,40.894,1186,73.97,5.0,3.5,Hyundai,Xcent,4
Hyderabad,2008,150000,Diesel,Manual,First,29.141000000000005,1493,110.0,5.0,3.0,Hyundai,Verna,12
Mumbai,2014,11000,Petrol,Manual,First,27.386100000000003,1591,121.3,5.0,6.1,Hyundai,Verna,6
Bangalore,2010,102016,Petrol,Manual,First,25.116,1196,70.0,5.0,2.25,Ford,Figo,10
Chennai,2016,38000,Diesel,Manual,First,40.572,1248,74.0,5.0,5.95,Maruti,Swift,4
Hyderabad,2013,71491,Diesel,Manual,First,37.1588,1461,63.12,5.0,4.95,Renault,Pulse,7
Bangalore,2015,46354,Petrol,Manual,Second,26.5167,1198,74.0,5.0,5.49,Volkswagen,Polo,5
Delhi,2019,87000,Diesel,Automatic,First,36.5309,1995,190.0,5.0,6.67,BMW,3,1
Ahmedabad,2015,20765,Petrol,Manual,First,24.150000000000002,1598,103.52,5.0,6.25,Skoda,Rapid,5
Coimbatore,2014,51076,Diesel,Automatic,First,19.4327,2967,241.4,7.0,34.88,Audi,Q7,6
Jaipur,2016,84085,Diesel,Manual,First,42.198100000000004,1248,88.5,5.0,6.9,Maruti,Ciaz,4
Kolkata,2014,55000,Diesel,Manual,First,40.411,1498,98.6,5.0,5.99,Honda,City,6
Mumbai,2010,73000,Petrol,Automatic,First,17.5973,3498,272.0,5.0,10.4,Mercedes-Benz,E-Class,10
Pune,2012,50001,Diesel,Automatic,First,23.457700000000003,2967,241.38,5.0,29.0,Audi,A6,8
Coimbatore,2016,93166,Diesel,Manual,Second,22.572200000000002,2179,118.3,7.0,5.85,Mahindra,Xylo,4
Kochi,2006,99583,Petrol,Automatic,Third,19.32,1493,100.0,5.0,2.21,Honda,City,14
Mumbai,2010,72000,Petrol,Manual,First,24.955000000000002,1586,103.3,5.0,2.4,Maruti,SX4,10
Pune,2009,70000,Petrol,Manual,Third,23.3933,1798,138.1,5.0,3.0,Toyota,Corolla,11
Pune,2012,61000,Petrol,Automatic,Second,23.184,1598,103.6,5.0,3.75,Volkswagen,Vento,8
Pune,2015,66510,Petrol,Manual,First,33.971000000000004,814,55.2,5.0,2.95,Hyundai,EON,5
Hyderabad,2011,84062,Diesel,Manual,First,32.2,1968,108.5,5.0,5.8,Skoda,Laura,9
Hyderabad,2012,80799,Diesel,Manual,First,36.869,1248,74.0,5.0,4.9,Maruti,Swift,8
Kolkata,2018,5000,Petrol,Automatic,First,22.9908,1798,138.03,5.0,16.95,Toyota,Corolla,2
Hyderabad,2013,92000,Diesel,Manual,First,20.9139,2494,100.0,8.0,12.5,Toyota,Innova,7
Hyderabad,2017,53000,Diesel,Manual,First,43.92080000000001,1047,69.0,5.0,5.0,Tata,Tiago,3
Mumbai,2015,39822,Petrol,Manual,First,24.810100000000002,1598,103.52,5.0,4.68,Skoda,Rapid,5
Mumbai,2016,29000,Diesel,Automatic,First,17.5651,3198,197.0,7.0,29.8,Ford,Endeavour,4
Kochi,2017,24214,Petrol,Manual,Second,40.523700000000005,799,53.3,5.0,3.46,Renault,KWID,3
Pune,2012,75000,Diesel,Manual,First,37.03,1396,90.0,5.0,4.0,Hyundai,i20,8
Chennai,2012,77216,Diesel,Manual,Second,28.175,1896,106.0,5.0,4.5,Skoda,Laura,8
Kochi,2013,74290,Diesel,Manual,First,34.5023,1364,87.2,5.0,5.87,Toyota,Corolla,7
Delhi,2015,61000,Diesel,Manual,First,24.794,2179,120.0,8.0,9.5,Mahindra,Scorpio,5
Chennai,2013,44000,Diesel,Automatic,First,22.797600000000003,1968,174.3,5.0,32.5,Audi,Q5,7
Coimbatore,2014,74041,Diesel,Manual,First,29.302,1248,73.8,8.0,3.88,Chevrolet,Enjoy,6
Coimbatore,2013,85846,Diesel,Automatic,First,36.5309,1995,190.0,5.0,13.08,BMW,3,7
Delhi,2012,52000,Diesel,Manual,First,34.8404,1461,84.8,5.0,3.5,Nissan,Sunny,8
Mumbai,2010,47000,Petrol,Manual,Second,20.608000000000004,2354,177.6,5.0,3.5,Honda,Accord,10
Bangalore,2010,72010,Diesel,Manual,First,27.048000000000002,1493,110.0,5.0,4.45,Hyundai,Verna,10
Jaipur,2015,15000,Petrol,Manual,First,27.048000000000002,796,34.2,8.0,2.35,Maruti,Omni,5
Chennai,2007,75000,Petrol,Manual,Second,26.726000000000003,1388,68.0,5.0,2.0,Ford,Fiesta,13
Mumbai,2015,57000,Diesel,Manual,First,36.2894,1396,88.73,5.0,6.35,Hyundai,i20,5
Kochi,2015,41057,Diesel,Automatic,First,20.93,2143,201.1,5.0,24.63,Mercedes-Benz,E-Class,5
Pune,2012,92000,CNG,Manual,Second,26.2,998,58.2,5.0,3.0,Maruti,Wagon,8
Chennai,2016,20000,Diesel,Manual,First,36.6597,1498,98.59,5.0,7.9,Ford,EcoSport,4
Mumbai,2011,52359,Petrol,Manual,First,29.785,1197,80.0,5.0,3.25,Hyundai,i20,9
Delhi,2016,17000,Petrol,Manual,Second,28.658,1497,117.3,5.0,8.25,Honda,City,4
Kolkata,2011,39002,Diesel,Manual,First,37.1588,1461,63.1,5.0,2.85,Nissan,Micra,9
Pune,2010,129986,Diesel,Manual,Second,32.2,1399,68.0,5.0,3.2,Ford,Figo,10
Kolkata,2013,45000,Petrol,Manual,First,29.688400000000005,1198,75.0,5.0,1.75,Nissan,Micra,7
Kolkata,2013,41300,Diesel,Manual,First,28.658,1248,,5.0,3.38,Maruti,Swift,7
Ahmedabad,2009,82002,Petrol,Manual,Second,20.608000000000004,2354,177.6,5.0,5.75,Honda,Accord,11
Mumbai,2010,67000,Petrol,Automatic,First,22.057,1798,157.75,5.0,4.7,Skoda,Superb,10
Hyderabad,2017,21260,Petrol,Manual,First,22.540000000000003,796,35.0,5.0,2.9,Maruti,Omni,3
Ahmedabad,2012,55362,Diesel,Manual,First,35.259,1396,88.8,5.0,4.25,Hyundai,i20,8
Chennai,2017,13000,Diesel,Automatic,First,27.386100000000003,1582,126.2,5.0,14.5,Hyundai,Creta,3
Kochi,2016,45725,Diesel,Manual,First,40.572,1248,74.0,5.0,5.34,Maruti,Swift,4
Jaipur,2014,105000,Diesel,Manual,First,40.572,1248,74.0,5.0,3.85,Maruti,Swift,6
Hyderabad,2009,156056,Diesel,Manual,First,20.608000000000004,2494,102.0,8.0,8.5,Toyota,Innova,11
Mumbai,2016,135000,Diesel,Manual,First,39.284,1120,71.0,5.0,4.2,Hyundai,Xcent,4
Delhi,2016,67000,Diesel,Manual,First,33.4397,1248,88.7,7.0,6.75,Maruti,Ertiga,4
Jaipur,2016,90000,Diesel,Automatic,First,17.5651,3198,197.2,7.0,26.0,Ford,Endeavour,4
